partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
Knowledge Accelerators,Customer Service Fundamentals,"{"" Communication"","" Customer Support"","" Leadership and Management"","" Problem Solving"","" Customer Relationship Management"","" Customer Success"","" Strategy"","" Adaptability"","" Critical Thinking"","" User Experience""}",4.8,1.6k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Customer Service Fundamentals,Customer Service Fundamentals 1.6k Beginner 
Erasmus University Rotterdam,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","{"" Finance"","" Mergers & Acquisitions"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Investment Management"","" Accounting"","" Entrepreneurship"","" Marketing"","" Strategy"","" Strategy and Operations"","" Game Theory""}",4.6,1.2k,Advanced , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital 1.2k Advanced "
University of Michigan,Instructional Methods in Health Professions Education,"{""(441 reviews)""}",4.7,441,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Instructional Methods in Health Professions Education,Instructional Methods in Health Professions Education 441 Intermediate 
University of Pennsylvania,Gamification,"{"" Game Theory"","" Critical Thinking"","" User Experience"","" Business Psychology"","" Strategy"","" User Experience Design"","" Behavioral Economics"","" Human Learning"","" Problem Solving"","" Research and Design""}",4.8,2.4k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Gamification,Gamification 2.4k Mixed 
Berklee,Music Education for Teachers,"{"" Writing""}",4.8,2.8k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Music Education for Teachers,Music Education for Teachers 2.8k Intermediate 
Stanford University,Child Nutrition and Cooking,"{""(9.9k reviews)""}",4.8,9.9k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Child Nutrition and Cooking,Child Nutrition and Cooking 9.9k Beginner 
Rice University,Medical Terminology,"{"" Human Learning"","" Communication""}",4.9,401,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Medical Terminology,Medical Terminology 401 Beginner 
ISAE-SUPAERO,Fundamentals of Flight mechanics,"{"" Mathematical Theory & Analysis""}",4.7,345,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Fundamentals of Flight mechanics,Fundamentals of Flight mechanics 345 Beginner 
University of Michigan,Using Public Policy for Social Change,"{"" Problem Solving""}",5.0,6,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Using Public Policy for Social Change,Using Public Policy for Social Change 6 Beginner 
Google,Google Digital Marketing & E-commerce,"{""""}",,,,,,False,https://www.coursera.org/search?query=Google Digital Marketing & E-commerce,
INSEAD,Blockchain Revolution,"{"" BlockChain"","" Finance"","" FinTech"","" Innovation"","" Cryptography"","" Strategy and Operations"","" System Security"","" Distributed Computing Architecture"","" Leadership and Management"","" Contract Management"","" Entrepreneurship"","" Internet Of Things"","" Network Model"","" Network Security"","" Regulations and Compliance"","" Research and Design"","" Strategy"","" Human Resources"","" Software Security"","" Recruitment""}",4.7,2.9k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Blockchain Revolution,Blockchain Revolution 2.9k Beginner 
Autodesk,Autodesk CAD/CAM/CAE for Mechanical Engineering,"{""(4.8k reviews)""}",4.8,4.8k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk CAD/CAM/CAE for Mechanical Engineering 4.8k Intermediate 
DeepLearning.AI,TensorFlow: Data and Deployment,"{"" Machine Learning"","" Applied Machine Learning"","" Deep Learning"","" Tensorflow"","" Computer Programming"","" Javascript"","" Artificial Neural Networks"","" Python Programming"","" Data Model"","" Machine Learning Algorithms"","" Machine Learning Software"","" Mobile Development"","" Web Development"","" Computer Vision"","" Mobile Development Tools"","" Extract"","" Transform"","" Load"","" Human Learning"","" Network Model"","" iOS Development""}",4.6,1.4k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=TensorFlow: Data and Deployment,TensorFlow: Data and Deployment 1.4k Intermediate 
IBM,Exploratory Data Analysis for Machine Learning,"{"" Data Analysis"","" Exploratory Data Analysis"","" Machine Learning"","" Statistical Machine Learning"","" Feature Engineering"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Algorithms"","" Data Structures""}",4.6,1.4k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Exploratory Data Analysis for Machine Learning,Exploratory Data Analysis for Machine Learning 1.4k Intermediate 
Codio,Programming in C++: A Hands-on Introduction,"{"" Computer Programming"","" Computer Science"","" Problem Solving""}",4.6,921,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Programming in C++: A Hands-on Introduction,Programming in C++: A Hands-on Introduction 921 Beginner 
University of Pennsylvania,Introduction to Corporate Finance,"{"" Accounting"","" Budget Management"","" Finance"","" General Accounting"","" Business Analysis"","" Data Analysis"","" Decision Making"","" Entrepreneurship"","" Mathematical Theory & Analysis"","" Strategy and Operations""}",4.6,5.8k,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Corporate Finance,Introduction to Corporate Finance 5.8k Mixed 
University of Colorado System,Agile Leadership,"{"" Leadership and Management"","" Business Psychology"","" Entrepreneurship"","" Communication"","" Strategy and Operations"","" Leadership Development"","" Change Management"","" Organizational Development"","" Project Management"","" Adaptability"","" Collaboration"","" Emotional Intelligence"","" Human Resources"","" Resilience"","" Business Transformation"","" Strategy"","" Business Communication"","" Professional Development"","" Scrum (Software Development)""}",4.8,2.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Agile Leadership,Agile Leadership 2.2k Beginner 
Google,تحليلات البيانات من Google,"{"" Computer Programming"","" Problem Solving"","" Python Programming"","" Programming Principles"","" Computer Programming Tools"","" Algebra"","" Computational Thinking"","" Exploratory Data Analysis"","" Mathematics"","" Data Analysis"","" Process Analysis"","" Differential Equations"","" Theoretical Computer Science"","" Critical Thinking"","" Data Analysis Software"","" Data Visualization"","" Databases"","" Decision Making"","" People Analysis"","" SQL"","" Communication""}",4.8,162,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=تحليلات البيانات من Google,تحليلات البيانات من Google 162 Beginner 
New York University,Introduction to Cyber Security,"{"" Security Engineering"","" Cyberattacks"","" Network Security"","" System Security"","" Security Strategy"","" Computer Networking"","" Security Software"","" Computer Security Models"","" Network Architecture"","" Strategy"","" Cryptography"","" Problem Solving"","" Software Security"","" Algorithms"","" Computer Security Incident Management"","" Critical Thinking"","" Operational Analysis"","" Computational Thinking"","" BlockChain"","" Cloud Computing"","" Mobile Security""}",4.7,3.4k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Cyber Security,Introduction to Cyber Security 3.4k Beginner 
Google,Google Data Analytics (DE),"{"" Design and Product"","" Data Analysis"","" Software Engineering"","" Microsoft Excel"","" Business Analysis"","" Computer Programming"","" SQL""}",4.4,28,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Google Data Analytics (DE),Google Data Analytics (DE) 28 Beginner 
The Hong Kong University of Science and Technology,Python and Statistics for Financial Analysis,"{"" Basic Descriptive Statistics"","" Computer Programming"","" Data Analysis"","" Finance"","" Financial Analysis"","" Probability & Statistics"","" Python Programming"","" Statistical Analysis"","" Data Analysis Software"","" General Statistics"","" Probability Distribution""}",4.4,3.9k,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Python and Statistics for Financial Analysis,Python and Statistics for Financial Analysis 3.9k Intermediate 
The University of Edinburgh,Introduction to Philosophy,"{""(9k reviews)""}",4.7,9k,Mixed , Course , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Philosophy,Introduction to Philosophy 9k Mixed 
DeepLearning.AI,Natural Language Processing with Probabilistic Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming"","" Statistical Programming"","" Statistical Machine Learning""}",4.7,1.6k,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Natural Language Processing with Probabilistic Models,Natural Language Processing with Probabilistic Models 1.6k Intermediate 
Columbia University,Economics of Money and Banking,"{"" Banking"","" Finance""}",4.9,1.5k,Mixed , Course , 3 - 6 Months,False,https://www.coursera.org/search?query=Economics of Money and Banking,Economics of Money and Banking 1.5k Mixed 
Google,Design a User Experience for Social Good & Prepare for Jobs,"{"" User Experience"","" Social Media"","" User Research"","" Web Design""}",4.8,2.9k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Design a User Experience for Social Good & Prepare for Jobs,Design a User Experience for Social Good & Prepare for Jobs 2.9k Beginner 
Google,Fundamentos de la gestión de proyectos,"{"" Leadership and Management"","" Organizational Development"","" Planning"","" Project Management"","" Strategy"","" Strategy and Operations"","" Change Management"","" Communication"","" Adaptability"","" Business Communication""}",4.9,4.8k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Fundamentos de la gestión de proyectos,Fundamentos de la gestión de proyectos 4.8k Beginner 
DeepLearning.AI,"Sequences, Time Series and Prediction","{"" Machine Learning"","" Forecasting"","" Tensorflow"","" Applied Machine Learning"","" Deep Learning"","" Artificial Neural Networks"","" Human Learning"","" Data Visualization"","" Statistical Analysis"","" Statistical Machine Learning""}",4.7,4.9k,Intermediate , Course , 1 - 4 Weeks,False,"https://www.coursera.org/search?query=Sequences, Time Series and Prediction","Sequences, Time Series and Prediction 4.9k Intermediate "
University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,3.6k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=The Manager's Toolkit: A Practical Guide to Managing People at Work,The Manager's Toolkit: A Practical Guide to Managing People at Work 3.6k Mixed 
University System of Georgia,Managing Cybersecurity,"{"" Security Engineering"","" System Security"","" Risk Management"","" Computer Security Incident Management"","" Leadership and Management"","" Security Strategy"","" Network Security"","" Strategy"","" Cyberattacks"","" Strategy and Operations"","" Computer Security Models"","" Software Security"","" Security Software"","" Computer Networking"","" Planning"","" Regulations and Compliance"","" Business Analysis"","" Network Architecture"","" Networking Hardware"","" Operations Management"","" Cryptography"","" Network Model"","" Systems Design""}",4.8,1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Managing Cybersecurity,Managing Cybersecurity 1k Beginner 
University of Michigan,Python Data Structures,"{"" Algorithms"","" Computational Logic"","" Computer Programming"","" Computer Programming Tools"","" Critical Thinking"","" Data Management"","" Data Structures"","" Problem Solving"","" Python Programming"","" Software Engineering""}",4.9,94k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Python Data Structures,Python Data Structures 94k Beginner 
Cisco Learning and Certifications,Cybersecurity Operations Fundamentals,"{"" Operations Management""}",4.8,123,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Cybersecurity Operations Fundamentals,Cybersecurity Operations Fundamentals 123 Beginner 
DeepLearning.AI,Build Basic Generative Adversarial Networks (GANs),"{"" Artificial Neural Networks"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Python Programming"","" Statistical Programming"","" Deep Learning""}",4.7,1.8k,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Build Basic Generative Adversarial Networks (GANs),Build Basic Generative Adversarial Networks (GANs) 1.8k Intermediate 
Microsoft,Microsoft Azure Data Fundamentals DP-900 Exam Prep,"{"" Data Management"","" Databases"","" Microsoft Azure"","" Cloud Computing"","" SQL"","" Big Data"","" Data Analysis"","" Database Application"","" Data Architecture"","" Data Warehousing"","" Cloud Storage"","" Data Structures"","" Data Visualization"","" Extract"","" Transform"","" Load"","" Leadership and Management"","" NoSQL"","" Data Analysis Software"","" Data Visualization Software"","" Database Administration"","" Cloud Infrastructure"","" Cloud Management"","" Database Theory"","" PostgreSQL""}",4.7,549,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft Azure Data Fundamentals DP-900 Exam Prep 549 Beginner 
ESSEC Business School,Reporting extra-financier et stratégie RSE,"{"" Strategy"","" Audit"","" Strategy and Operations"","" Change Management"","" Communication"","" Finance"","" Leadership and Management"","" Regulations and Compliance""}",4.7,370,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Reporting extra-financier et stratégie RSE,Reporting extra-financier et stratégie RSE 370 Beginner 
IBM,Introduction to DevOps,"{"" DevOps"","" Continuous Delivery"","" Continuous Integration"","" Software Engineering""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to DevOps,Introduction to DevOps 2.1k Beginner 
Yonsei University,International Marketing & Cross Industry Growth,"{"" Marketing"","" Strategy"","" Leadership and Management"","" Customer Analysis"","" Market Analysis"","" Marketing Management"","" Product Marketing"","" Brand Management"","" Customer Relationship Management"","" Marketing Design"","" Media Strategy & Planning"","" Product Strategy"","" Product Management"","" Decision Making"","" Strategy and Operations"","" B2B Sales"","" Business Development"","" Social Media"","" Communication"","" Creativity"","" Operations Management"","" Sales"","" Performance Management"","" Reinforcement Learning""}",4.7,2.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=International Marketing & Cross Industry Growth,International Marketing & Cross Industry Growth 2.2k Beginner 
University of Pennsylvania,Computational Thinking for Problem Solving,"{"" Computational Thinking"","" Computer Programming"","" Problem Solving"","" Algorithms"","" Computational Logic"","" Critical Thinking"","" Programming Principles"","" Python Programming"","" Theoretical Computer Science"","" Computer Programming Tools""}",4.7,1.3k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Computational Thinking for Problem Solving,Computational Thinking for Problem Solving 1.3k Beginner 
Johns Hopkins University,Algebra: Elementary to Advanced,"{"" Algebra"","" Mathematics"","" Problem Solving"","" Linear Algebra"","" Applied Mathematics"","" Critical Thinking"","" Plot (Graphics)"","" Mathematical Theory & Analysis"","" Computational Thinking"","" Decision Making""}",4.8,500,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Algebra: Elementary to Advanced,Algebra: Elementary to Advanced 500 Beginner 
University of Pennsylvania,Culture-Driven Team Building,"{"" Leadership and Management"","" Collaboration"","" Communication"","" Business Psychology"","" Emotional Intelligence"","" Entrepreneurship"","" Culture"","" People Management"","" Strategy and Operations"","" Professional Development"","" Conflict Management"","" Organizational Development"","" Human Learning""}",4.6,894,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Culture-Driven Team Building,Culture-Driven Team Building 894 Beginner 
Duke University,Python Programming Fundamentals,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Python Programming""}",4.4,7,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Python Programming Fundamentals,Python Programming Fundamentals 7 Beginner 
Berklee,Music Business,"{"" Critical Thinking"","" Creativity"","" Regulations and Compliance"","" Strategy"","" Decision Making"","" Problem Solving"","" Process Analysis"","" Communication"","" Leadership and Management"","" Brand Management"","" Entrepreneurship"","" Planning"","" Writing"","" Business Analysis"","" Deep Learning"","" Marketing"","" Social Media"","" Innovation""}",4.8,3.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Music Business,Music Business 3.2k Beginner 
École Polytechnique Fédérale de Lausanne,Functional Programming in Scala,"{"" Computer Programming"","" Programming Principles"","" Scala Programming"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Data Structures"","" Big Data"","" Algorithms"","" Apache"","" SQL""}",4.7,10.6k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Functional Programming in Scala,Functional Programming in Scala 10.6k Intermediate 
Google Cloud,Organizational Change and Culture for Adopting Google Cloud,"{"" Cloud Computing"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" DevOps"","" Innovation"","" Cloud-Based Integration"","" Collaboration"","" Google Cloud Platform"","" Strategy"","" Cloud Platforms"","" Communication"","" Product Development"","" Business Analysis"","" Change Management"","" Cloud Applications"","" Cloud Clients"","" Cloud Infrastructure"","" Design and Product"","" Kubernetes"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Business Intelligence"","" Customer Analysis"","" Data Analysis"","" Entrepreneurship"","" Product Management"","" Google App Engine"","" Software Engineering Tools"","" Research and Design"","" Culture""}",4.7,3.5k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Organizational Change and Culture for Adopting Google Cloud,Organizational Change and Culture for Adopting Google Cloud 3.5k Beginner 
"University of California, Davis",Professional Skills for the Workplace,"{"" Leadership and Management"","" Communication"","" Emotional Intelligence"","" Professional Development"","" Collaboration"","" Problem Solving"","" Critical Thinking"","" People Development"","" Business Psychology"","" Strategy and Operations"","" Adaptability"","" People Analysis"","" Strategy"","" Resilience"","" Entrepreneurship"","" Planning""}",4.8,2.4k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Professional Skills for the Workplace,Professional Skills for the Workplace 2.4k Beginner 
Rice University,Fundamentals of Immunology,"{""(2.1k reviews)""}",4.7,2.1k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Fundamentals of Immunology,Fundamentals of Immunology 2.1k Intermediate 
University of Colorado Boulder,Introduction to Public Relations and the Media,"{"" Communication"","" Public Relations"","" Media Strategy & Planning"","" Strategy"","" Brand Management"","" Leadership and Management"","" Marketing"","" Strategy and Operations"","" Planning"","" Social Media"","" Critical Thinking"","" Customer Relationship Management"","" Journalism""}",4.7,360,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Public Relations and the Media,Introduction to Public Relations and the Media 360 Beginner 
The Hong Kong University of Science and Technology,"Information Systems Auditing, Controls and Assurance","{"" Security Engineering"","" Strategy and Operations"","" Change Management"","" Audit"","" Leadership and Management"","" Risk Management""}",4.7,3.2k,Beginner , Course , 1 - 4 Weeks,False,"https://www.coursera.org/search?query=Information Systems Auditing, Controls and Assurance","Information Systems Auditing, Controls and Assurance 3.2k Beginner "
SAP,SAP Professional Fundamentals,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Process Management"","" Planning"","" Project Management"","" Business Analysis"","" Business Transformation"","" Cloud-Based Integration"","" Product Management"","" Supply Chain and Logistics""}",4.7,366,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=SAP Professional Fundamentals,SAP Professional Fundamentals 366 Beginner 
University of Michigan,"Python Functions, Files, and Dictionaries","{"" Python Programming"","" Computer Programming""}",4.9,5.1k,Beginner , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Python Functions, Files, and Dictionaries","Python Functions, Files, and Dictionaries 5.1k Beginner "
University of Colorado Boulder,Finance for Technical Managers,"{"" Finance"","" Financial Analysis"","" Accounting"","" Investment Management"","" Cost Accounting"","" Leadership and Management"","" Financial Accounting"","" Financial Management"","" Strategy and Operations""}",4.7,87,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Finance for Technical Managers,Finance for Technical Managers 87 Beginner 
Duke University,Electric Industry Operations and Markets,"{"" Operations Management"","" Strategy and Operations"","" Operational Analysis"","" Market Analysis"","" Supply Chain Systems"","" Operating Systems"","" Planning"","" Strategy"","" Systems Design"","" Transportation Operations Management""}",4.8,1.2k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Electric Industry Operations and Markets,Electric Industry Operations and Markets 1.2k Beginner 
ESSEC Business School,"Hotel Management: Distribution, Revenue and Demand Management","{"" Business Analysis"","" Leadership and Management"","" Strategy and Operations"","" Market Analysis"","" Marketing"","" Strategy"","" Business Process Management"","" Forecasting"","" Media Strategy & Planning"","" Operations Management"","" Performance Management""}",4.6,2k,Beginner , Specialization , 3 - 6 Months,False,"https://www.coursera.org/search?query=Hotel Management: Distribution, Revenue and Demand Management","Hotel Management: Distribution, Revenue and Demand Management 2k Beginner "
Yale University,The Science of Well-Being for Teens,"{""(367 reviews)""}",4.9,367,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=The Science of Well-Being for Teens,The Science of Well-Being for Teens 367 Beginner 
Google,Google Data Analytics,"{""""}",,,,,,False,https://www.coursera.org/search?query=Google Data Analytics,
Duke University,Entrepreneurial Finance: Strategy and Innovation,"{"" Finance"","" Entrepreneurial Finance"","" Risk Management"","" Probability & Statistics"","" R Programming"","" Entrepreneurship"","" Data Analysis"","" Investment Management"","" Statistical Analysis"","" Statistical Programming"","" Financial Analysis"","" Leadership and Management"","" BlockChain"","" Cryptography"","" FinTech"","" Statistical Tests"","" Financial Management"","" Algorithms"","" Innovation"","" System Security"","" Microsoft Excel""}",4.5,1.3k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Entrepreneurial Finance: Strategy and Innovation,Entrepreneurial Finance: Strategy and Innovation 1.3k Intermediate 
Wesleyan University,Abnormal Psychology,"{""(433 reviews)""}",4.8,433,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Abnormal Psychology,Abnormal Psychology 433 Beginner 
"University of California, Davis",Fundraising and Development,"{"" Planning"","" Strategy"","" Communication"","" Marketing"","" Leadership and Management"","" Organizational Development"","" Prospecting and Qualification"","" Strategy and Operations"","" Decision Making"","" People Development"","" Business Development"","" Taxes"","" Writing""}",4.6,308,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Fundraising and Development,Fundraising and Development 308 Beginner 
Rice University,Finance for Non-Finance Professionals,"{"" Accounting"","" Business Analysis"","" Data Analysis"","" Finance"","" Financial Analysis"","" Financial Management"","" Financial Accounting"","" Investment Management"","" Budget Management""}",4.8,2.6k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Finance for Non-Finance Professionals,Finance for Non-Finance Professionals 2.6k Beginner 
Johns Hopkins University,GPU Programming,"{"" Python Programming"","" Machine Learning"","" Computer Programming"","" Artificial Neural Networks"","" C Programming Language Family"","" C++ Programming"","" Algorithms"","" Data Science"","" Linear Algebra""}",2.8,66,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=GPU Programming,GPU Programming 66 Intermediate 
École Polytechnique,Étudier en France: French Intermediate course B1-B2,"{"" Communication"","" Culture"","" Writing""}",4.8,4.6k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Étudier en France: French Intermediate course B1-B2,Étudier en France: French Intermediate course B1-B2 4.6k Intermediate 
Rice University,Engineering Project Management,"{"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Planning"","" Operations Management"","" Strategy"","" Critical Thinking"","" Decision Making"","" Performance Management"","" Risk Management"","" Organizational Development"","" Leadership Development"","" People Management"","" Business Process Management"","" Change Management"","" Conflict Management"","" Estimation""}",4.7,4.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Engineering Project Management,Engineering Project Management 4.2k Beginner 
UiPath,Robotic Process Automation (RPA),"{"" Computer Programming"","" User Experience Design""}",4.7,321,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Robotic Process Automation (RPA),Robotic Process Automation (RPA) 321 Beginner 
University of Pennsylvania,ESG Risks and Opportunities,"{"" Critical Thinking"","" Investment Management"","" Leadership and Management"","" Regulations and Compliance"","" Risk Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Business Transformation"","" Decision Making""}",4.6,524,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=ESG Risks and Opportunities,ESG Risks and Opportunities 524 Beginner 
Technical University of Denmark (DTU),Wind Energy,"{""(7.1k reviews)""}",4.7,7.1k,Mixed , Course , 3 - 6 Months,False,https://www.coursera.org/search?query=Wind Energy,Wind Energy 7.1k Mixed 
DeepLearning.AI,Natural Language Processing in TensorFlow,"{"" Machine Learning"","" Natural Language Processing"","" Deep Learning"","" Machine Learning Algorithms"","" Tensorflow"","" Python Programming"","" Computer Programming"","" Artificial Neural Networks"","" Machine Learning Software"","" Network Model""}",4.6,6.3k,Intermediate , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Natural Language Processing in TensorFlow,Natural Language Processing in TensorFlow 6.3k Intermediate 
Columbia University,Construction Project Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Operations Management"","" Change Management"","" Entrepreneurship"","" Planning"","" Supply Chain and Logistics""}",4.8,6.3k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Construction Project Management,Construction Project Management 6.3k Beginner 
Duke University,Machine Learning Foundations for Product Managers,"{"" Machine Learning"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression"","" Applied Machine Learning"","" Data Analysis"","" Data Mining"","" Deep Learning"","" Algorithms"","" Data Science""}",4.6,261,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Machine Learning Foundations for Product Managers,Machine Learning Foundations for Product Managers 261 Beginner 
Erasmus University Rotterdam,Principles of Sustainable Finance,"{"" Finance"","" Risk Management"","" Critical Thinking"","" Financial Management"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.7,1.5k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Principles of Sustainable Finance,Principles of Sustainable Finance 1.5k Intermediate 
University of Virginia,Marketing Analytics,"{"" Business Analysis"","" Data Analysis"","" Market Analysis"","" Marketing"","" Brand Management"","" Customer Analysis"","" Customer Relationship Management"","" Strategy"","" Digital Marketing"","" Probability & Statistics"","" Regression""}",4.7,6.3k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Marketing Analytics,Marketing Analytics 6.3k Beginner 
Fractal Analytics,Fractal Data Science,"{"" Communication"","" Critical Thinking"","" Data Analysis"","" Data Model"","" Exploratory Data Analysis"","" Feature Engineering"","" Power BI"","" Problem Solving"","" SQL"","" Storytelling""}",3.9,19,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Fractal Data Science,Fractal Data Science 19 Beginner 
Meta,Programming with JavaScript,"{"" Javascript"","" Front-End Web Development"","" Computer Programming"","" Web Development Tools""}",4.7,3.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Programming with JavaScript,Programming with JavaScript 3.1k Beginner 
"University of California, Davis",Coaching Skills for Managers,"{"" Leadership and Management"","" Human Resources"","" Communication"","" Employee Relations"","" People Management"","" Leadership Development"","" People Development"","" Performance Management"","" Professional Development"","" Organizational Development"","" Talent Management"","" Business Psychology"","" Emotional Intelligence"","" Problem Solving"","" Training"","" People Analysis"","" Entrepreneurship"","" Strategy and Operations"","" Strategy""}",4.8,2.5k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Coaching Skills for Managers,Coaching Skills for Managers 2.5k Intermediate 
Erasmus University Rotterdam,Driving business towards the Sustainable Development Goals,"{"" Critical Thinking"","" Innovation"","" Leadership and Management"","" Problem Solving"","" Strategy"","" Business Transformation"","" Collaboration"","" Entrepreneurship"","" People Development"","" Organizational Development""}",4.8,1.2k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Driving business towards the Sustainable Development Goals,Driving business towards the Sustainable Development Goals 1.2k Beginner 
